lang	pool	index	translation
sv	outcome.timeup.easy.pool	13	"Tidvattnet steg,
och det som funnits där återvände till havet."
sv	outcome.timeup.easy.pool	14	"Tystnad.
Bara tiden passerade."
sv	outcome.timeup.easy.pool	15	"Seger och förlust
är inget annat än sandkorn."
sv	outcome.timeup.easy.pool	16	"Vägen fortsätter — eller tar slut.
Hur som helst vilar den på samma jord."
sv	outcome.timeup.normal.pool	1	"Avståndet krympte.
Tiden gjorde det inte."
sv	outcome.timeup.normal.pool	2	"Världen behöll sina regler.
Du rörde vid deras gräns."
sv	outcome.timeup.normal.pool	3	"Skatten förblev utom räckhåll.
Men signalen var verklig."
sv	outcome.timeup.normal.pool	4	"Några skatter väntar ännu.
Låt oss pröva en annan väg."
sv	outcome.timeup.normal.pool	5	"Resultatet stod kvar.
Positionen förändrades."
sv	outcome.timeup.normal.pool	6	"Tiden tog slut.
Meningen gjorde det inte."
sv	outcome.timeup.normal.pool	7	"Så nära.
Ljudet sade det."
sv	outcome.timeup.normal.pool	8	"Kartan är fortfarande öppen.
Kom tillbaka till den."
sv	outcome.timeup.normal.pool	9	"Världens regler stod fasta.
Möjlighetens signal var verklig."
sv	outcome.timeup.normal.pool	10	Världen behöll sina regler.
sv	outcome.timeup.normal.pool	11	"Ögonblicket passerade.
Resultatet består."
sv	outcome.timeup.normal.pool	12	"Solen sjönk,
och skuggan täckte världen igen."
sv	outcome.timeup.normal.pool	13	"De sista sandkornen föll,
och berättelsen slöts i tystnad."
sv	outcome.timeup.normal.pool	14	"Vinden drog förbi,
och fotspåren försvann utan spår."
sv	outcome.timeup.normal.pool	15	"Tidvattnet steg,
och det som funnits där återvände till havet."
sv	outcome.timeup.normal.pool	16	"Tystnad.
Bara tiden passerade."
sv	outcome.timeup.normal.pool	17	"Seger och förlust
är inget annat än sandkorn."
sv	outcome.timeup.normal.pool	18	"Vägen fortsätter — eller tar slut.
Hur som helst vilar den på samma jord."
sv	outcome.timeup.normal.pool	19	"> Tiden tog slut.
> 
> Inget annat gjorde det."
sv	outcome.timeup.normal.pool	20	"> Utfallet förändrades inte.
> 
> Men din position gjorde det."
sv	outcome.timeup.hard.pool	1	"Till och med norrsken bleknar.
Kom tillbaka med ett nytt steg."
sv	outcome.timeup.hard.pool	2	"I en skör värld
krossar brådska klarheten innan den hinner hittas."
sv	outcome.timeup.hard.pool	3	"Ögonblicket gled undan.
Meningen gjorde det inte."
sv	outcome.timeup.hard.pool	4	"Vintern är tålmodig.
Var det också."
sv	outcome.timeup.hard.pool	5	"Himlen fortsatte röra sig.
Det kommer du också att göra."
sv	outcome.timeup.hard.pool	6	"Berättelsen går vidare.
Slutet har inte kommit än."
sv	outcome.timeup.hard.pool	7	"Stjärnorna fanns där och såg på.
Igen."
sv	outcome.timeup.hard.pool	8	"Isen tar sin tid.
Det behöver du också göra."
sv	outcome.timeup.hard.pool	9	"Himlen fortsatte röra sig.
Det kan du också."
sv	outcome.timeup.hard.pool	10	"Norden har lärt sig att vänta.
Det bör du också."
sv	outcome.timeup.hard.pool	11	"Det här är ett mellanspel
— inte slutet."
sv	outcome.timeup.hard.pool	12	"Som drivande moln:
tappa inte ditt flöde — som en flod."
sv	outcome.timeup.hard.pool	13	"Ljudet var nära.
Avståndet var verkligt.
Men det ögonblicket gick inte att spara."
sv	outcome.timeup.hard.pool	14	"Du närmade dig.
Det var bara tiden som inte gjorde det."
sv	outcome.timeup.hard.pool	15	"Världen höll fast vid sina regler.
Du rörde vid deras kant."
sv	outcome.timeup.hard.pool	16	"Du nådde inte skatten.
Men signalen var verklig."
sv	outcome.timeup.hard.pool	17	"Ingenting förändrades.
Bara din position gjorde det."
sv	outcome.timeup.hard.pool	18	"Det var inte tur.
Det var samklang."
sv	outcome.timeup.hard.pool	19	"Ögonblicket gled undan,
men resultatet blev kvar."
sv	outcome.timeup.hard.pool	20	"Du korsade skör mark
och lämnade horisonten obruten."
sv	outcome.timeup.hard.pool	21	"Ingenting förändrades.
Bara din position gjorde det.
Det var inte tur.
Det var samklang.
Ögonblicket passerade.
Resultatet består."
sv	outcome.timeup.hard.pool	22	"Solen sjönk,
och skuggan täckte världen igen."
sv	outcome.timeup.hard.pool	23	"De sista sandkornen föll,
och berättelsen slöts i tystnad."
sv	outcome.timeup.hard.pool	24	"Vinden drog förbi,
och fotspåren försvann utan spår."
sv	outcome.timeup.hard.pool	25	"Tidvattnet steg,
och det som funnits där återvände till havet."
sv	outcome.timeup.hard.pool	26	"Tystnad.
Bara tiden passerade."
sv	outcome.timeup.hard.pool	27	"Seger och förlust
är inget annat än sandkorn."
sv	outcome.timeup.hard.pool	28	"Vägen fortsätter — eller tar slut.
Hur som helst vilar den på samma jord."
sv	outcome.timeup.hard.pool	29	"Årstiden slöts.
Landet blev kvar."
sv	outcome.timeup.hard.pool	30	"Vägen finns kvar.
Bara dina steg stannade."
sv	outcome.timeup.hard.pool	31	"Din tid tog slut.
Himlen gjorde det inte."
sv	outcome.timeup.hard.pool	32	"Det var inte ett avslag.
Bara tystnad."
sv	outcome.timeup.hard.pool	33	"Världen är fortfarande hel.
Du kan återvända — förändrad."
sv	outcome.timeup.hard.pool	34	"Årstiden tog slut.
Skogen blev kvar."
sv	outcome.timeup.hard.pool	35	"Avståndet höll på att slutas.
Tiden behöll sin rytm."
sv	outcome.timeup.hard.pool	36	"Din tid stannade.
Himlen fortsatte röra sig."
sv	outcome.timeup.hard.pool	37	"Det var inte ett avslag.
Bara tystnad."
sv	outcome.timeup.hard.pool	38	"Vägen finns fortfarande här.
Du kan komma tillbaka — förändrad."
