lang	pool	index	old	new
nl	outcome.success.normal.pool	12	"Finally here.
The truth remains unyielding."	"Eindelijk ben je hier.
De waarheid houdt stand."
nl	outcome.success.normal.pool	13	"You have seen it through.
And mark this: it was you, and no one else, who chose this path."	"Je bent tot het einde gegaan.
Onthoud dit: jij koos dit pad, niemand anders."
nl	outcome.success.normal.pool	14	"Time drifted into silence,
finding its place in the recesses of the mind."	"De tijd gleed de stilte in
en vond zijn plaats diep in het geheugen."
nl	outcome.success.normal.pool	15	"As the sky transformed,
the tale found its final resolved."	"Terwijl de hemel van kleur veranderde,
vond het verhaal zijn einde."
nl	outcome.success.normal.pool	16	"The waters fell calm,
and the sky once more veiled its abyss."	"De wateren kwamen tot rust,
en de hemel hulde de afgrond opnieuw in sluier."
nl	outcome.success.normal.pool	17	"The footsteps ceased,
only the place remained."	"De voetstappen verstomden,
en alleen de plek bleef over."
nl	outcome.success.normal.pool	18	"Light fell evenly, ,
and every shadow vanished."	"Het licht daalde zacht neer,
en elke schaduw trok zich terug."
nl	outcome.success.normal.pool	19	"The wind fell silent.
and everything returned to where it belonged."	"De wind werd stil.
Alles keerde terug naar zijn plaats."
nl	outcome.success.normal.pool	20	"A moment of silence.
The world steadied its breath."	"Een ogenblik stilte.
De wereld haalde weer adem."
nl	outcome.success.normal.pool	21	"The record is etched deep in the sand—
beyond the reach of the wind."	"Het spoor staat diep in het zand gegrift —
waar de wind er niet meer bij kan."
nl	outcome.success.normal.pool	22	"Harmony was restored.
Everything had been for this moment."	"Het evenwicht keerde terug.
Alles leidde naar dit moment."
nl	outcome.success.normal.pool	23	"RUN COMPLETE.
Clear. Found it.
That's enough."	"Run voltooid.
Helder. Gevonden.
Dat is genoeg."
nl	outcome.success.normal.pool	24	"RUN COMPLETE.
The path held.
So did you."	"Run voltooid.
Het pad hield stand.
Jij ook."
nl	outcome.success.normal.pool	25	"The sky has kept moving.
So can you."	"De hemel bleef in beweging.
Jij kunt ook verder."
nl	outcome.success.normal.pool	26	"RUN COMPLETE.
A quiet result.
The weight of real work."	"Run voltooid.
Een stil resultaat.
Het gewicht van echt werk."
nl	outcome.success.normal.pool	27	"You only walked the path
the world had laid out for you."	"Je liep slechts het pad
 dat de wereld voor je had neergelegd."
nl	outcome.success.normal.pool	28	"The ground didn’t give way.
It trusted your steps."	"De grond gaf niet mee.
Hij vertrouwde op je stappen."
nl	outcome.success.normal.pool	29	"This moment aligned
with the stars’ ancient rhythm."	"Dit moment stemde zich af
op het oude ritme van de sterren."
nl	outcome.success.normal.pool	30	"You didn’t take anything.
 You understood something."	"Je hebt niets genomen.
Je hebt iets begrepen."
nl	outcome.success.normal.pool	31	"You didn’t gain a thing.
You only saw the truth for what it was."	"Je hebt niets voor jezelf gewonnen.
Je zag alleen de waarheid zoals die was."
nl	outcome.success.normal.pool	32	"You didn’t take this place.
You belonged here."	"Je hebt deze plek niet veroverd.
Je hoorde hier thuis."
nl	outcome.success.normal.pool	33	"You walked a road
older than memory itself."	"Je liep over een weg
die ouder is dan de herinnering zelf."
nl	outcome.success.normal.pool	34	"The earth did not resist.
It recognized you."	"De aarde verzette zich niet.
Ze herkende je."
nl	outcome.success.normal.pool	35	"This moment aligned
 with the stillness of the stars."	"Dit moment stemde zich af
op de stilte van de sterren."
nl	outcome.success.hard.pool	1	"In the north wind,
clarity outlasts speed."	"In de noordenwind
houdt helderheid langer stand dan snelheid."
nl	outcome.success.hard.pool	2	"The center was found.
 The world came to rest."	"Het midden is gevonden.
De wereld kon tot rust komen."
nl	outcome.success.hard.pool	3	"The stars stay silent.
Your record does the speaking."	"De sterren blijven stil.
Jouw spoor spreekt voor je."
nl	outcome.success.hard.pool	4	"The result  remained.
The position changed."	"Het resultaat bleef.
De positie veranderde."
nl	outcome.success.hard.pool	5	"Between ice and glass,
you chose control."	"Tussen ijs en glas
koos je voor beheersing."
nl	outcome.success.hard.pool	6	"The waves fell quiet,
and the sea reclaimed its hidden depths."	"De golven vielen stil,
en de zee nam haar verborgen diepte terug."
nl	outcome.success.hard.pool	7	"Some treasures still await.
Next time, a different path."	"Er wachten nog andere schatten.
Volgende keer: een ander pad."
nl	outcome.success.hard.pool	8	"The sky didn’t change.
You did."	"De hemel veranderde niet.
Jij wel."
nl	outcome.success.hard.pool	9	"The moment passed.
What remained was order."	"Het moment ging voorbij.
Wat bleef, was orde."
nl	outcome.success.hard.pool	10	"Winter is honest.
So was your run."	"De winter is eerlijk.
Jouw run was dat ook."
nl	outcome.success.hard.pool	11	"The stars aligned for a moment.
You noticed."	"De sterren stonden even op één lijn.
Jij merkte het op."
nl	outcome.success.hard.pool	12	"The distance closed.
Time did not."	"De afstand sloot zich.
De tijd niet."
nl	outcome.success.hard.pool	13	"The world’s rules stood firm.
 And the signal of possibility was real."	"De regels van de wereld bleven vast.
En het teken van mogelijkheid was echt."
nl	outcome.success.hard.pool	14	"The path closed quietly.
You were already through."	"Het pad sloot zich in stilte.
Jij was er al doorheen gegaan."
nl	outcome.success.hard.pool	15	"Nothing changed.
Only your position did."	"Wat bevroren leek,
bleek alleen maar te wachten."
nl	outcome.success.hard.pool	16	"Not luck.
Alignment."	"Geen enkele heldere weg blijft voor altijd open.
Toch vond jij hem."
nl	outcome.success.hard.pool	17	"The moment passed.
The record remains."	"De hemel gaf geen antwoord.
Maar de grond wel."
nl	outcome.success.hard.pool	18	"The outcome didn’t change.
Still, you moved forward."	"De stilte daarna
woog zwaarder dan het geluid."
nl	outcome.success.hard.pool	19	"The output didn’t change.
But you reached a new level."	"Je liep waar de kou niet loog.
En toch ging je verder."
nl	outcome.success.hard.pool	20	"The ending was the same.
But the one who reached it had changed."	"Niet de snelheid bleef over.
Alleen de richting."
nl	outcome.success.hard.pool	21	"The destination is the same
—but you’re no longer the traveler you once were."	"De wereld vroeg om precisie.
Jij antwoordde met stappen."
nl	outcome.success.hard.pool	22	"Light fell evenly, ,
and every shadow vanished."	"Het glas brak niet.
Jij ook niet."
nl	outcome.success.hard.pool	23	"The wind fell silent.
and everything returned to where it belonged."	"De run eindigde.
De betekenis bleef."
nl	outcome.success.hard.pool	24	"A moment of silence.
The world steadied its breath."	"Wat je bereikte, maakte geen lawaai.
Het bleef gewoon staan."
nl	outcome.success.hard.pool	25	"The record is etched deep in the sand—
beyond the reach of the wind."	"De sterren noteerden niets.
Toch is het gebeurd."
nl	outcome.success.hard.pool	26	"Harmony was restored.
Everything had been for this moment."	"Je koos geen makkelijke weg.
Je koos de echte."
nl	outcome.success.hard.pool	27	"Time slipped by in silence,
tucked away in the corners of memory."	"Het spoor achter je werd koud.
Maar het verdween niet."
nl	outcome.success.hard.pool	28	"The sky shifted in color,
and one story came to its end."	"De hemel zweeg.
De aarde herinnerde zich."
nl	outcome.success.hard.pool	29	"The waves grew calm,
and the sea hid its depths once more."	"Je bereikte de rand van de stilte
zonder je naam te verliezen."
nl	outcome.success.hard.pool	30	"The footsteps stopped,
and only the place remained."	"Niet alles wat standhoudt, schittert.
Sommige dingen blijven gewoon."
nl	outcome.success.hard.pool	31	"Victory and defeat 
are nothing more than grains of sand."	"De afstand boog niet.
Jij wel — precies genoeg."
nl	outcome.success.hard.pool	32	"The road goes on—or it ends.
Either way, it lies on the same earth."	"Aan het einde van het harde pad
bleef alleen helderheid over."
nl	outcome.timeup.easy.pool	1	"Time ran out.
Nothing else did."	"De tijd is op.
Maar je stappen zijn niet verdwenen."
nl	outcome.timeup.easy.pool	2	"The treasure can wait.
So can you."	"Je was niet te laat.
Je was onderweg."
nl	outcome.timeup.easy.pool	3	"Breathe in.
Then again."	"Het pad sloot zich zacht.
Toch bleef er iets achter."
nl	outcome.timeup.easy.pool	4	"That’s all for now.
On to the next step."	"De wereld wachtte niet.
Maar je leerde haar tempo kennen."
nl	outcome.timeup.easy.pool	5	"You're still here.
That’s what matters."	"Je hebt niet gefaald.
Je hebt afstand leren kennen."
nl	outcome.timeup.easy.pool	6	"The run ended.
You didn’t."	"Zelfs een onderbroken run
laat een spoor na."
nl	outcome.timeup.easy.pool	7	"TIME'S UP.
The run ended.
You didn't."	"De wind nam de tijd mee.
Maar niet alles ging verloren."
nl	outcome.timeup.easy.pool	8	"TIME'S UP.
The rules don’t change.
Again."	"De schat bleef liggen.
De ervaring niet."
nl	outcome.timeup.easy.pool	9	"TIME'S UP.
“So close” is real."	"Niet elke deur blijft open.
Sommige leren je waar je stond."
nl	outcome.timeup.easy.pool	10	"The sun sank,
and shadow covered the world once again."	"Vandaag stopte hier.
De weg zelf deed dat niet."
nl	outcome.timeup.easy.pool	11	"The last grains of sand fell,
and the story quietly came to a close."	"Je handen waren leeg.
Maar je blik was scherper."
nl	outcome.timeup.easy.pool	12	"The wind swept through,
and the footprints vanished without a trace."	"De klok won.
Maar niet alles verloor."
nl	outcome.timeup.easy.pool	13	"The tide came in,
What once had been there returned to the sea."	"Wat niet gehaald werd,
kan nog richting worden."
nl	outcome.timeup.easy.pool	14	"Silence.
Only time passed through."	"De stilte was geen einde.
Het was een pauze."
nl	outcome.timeup.easy.pool	15	"Victory and defeat 
are nothing more than grains of sand."	"De afstand bleef staan.
Jij nu ook."
nl	outcome.timeup.easy.pool	16	"The road goes on—or it ends.
Either way, it lies on the same earth."	"Volgende keer weet je
waar de grond anders aanvoelt."
nl	outcome.timeup.normal.pool	1	"The distance closed.
Time did not."	"De tijd liep af.
Maar de betekenis bleef in beweging."
nl	outcome.timeup.normal.pool	2	"The world kept its rules.
You touched the edge."	De run eindigde voordat het pad dat deed.
nl	outcome.timeup.normal.pool	3	"You didn’t make it.
But the signal was real."	"Je bereikte de schat niet.
Toch bereikte iets jou."
nl	outcome.timeup.normal.pool	4	"Some treasures still await.
Let’s try a different path."	"De hemel werd donkerder.
De richting werd duidelijker."
nl	outcome.timeup.normal.pool	5	"The result remained.
The position changed."	"Niet elke poging eindigt met goud.
Sommige eindigen met inzicht."
nl	outcome.timeup.normal.pool	6	"Time ran out.
Meaning didn't."	"De klok sloot de deur.
De weg bleef in je achter."
nl	outcome.timeup.normal.pool	7	"So close.
The sound said so."	"Je stappen kwamen tekort.
Maar ze waren echt."
nl	outcome.timeup.normal.pool	8	"The map is still open.
Come back to it."	"De wereld gaf geen korting.
Ze gaf je een kaart."
nl	outcome.timeup.normal.pool	9	"The world’s rules stood firm.
The signal of possibility was real."	"De afstand bleef.
Maar nu heeft ze een naam."
nl	outcome.timeup.normal.pool	10	The world kept its rules.	"De run viel stil.
Het leren niet."
nl	outcome.timeup.normal.pool	11	"The moment passed.
The record remains."	"Je verloor tijd.
Niet de mogelijkheid."
nl	outcome.timeup.normal.pool	12	"The sun sank,
and shadow covered the world once again."	"Wat vandaag gesloten werd,
kan morgen herkenbaar zijn."
nl	outcome.timeup.normal.pool	13	"The last grains of sand fell,
and the story quietly came to a close."	"De grond onder je wist
hoe ver je was gekomen."
nl	outcome.timeup.normal.pool	14	"The wind swept through,
and the footprints vanished without a trace."	"Geen schat.
Wel spoor.
Wel richting."
nl	outcome.timeup.normal.pool	15	"The tide came in,
What once had been there returned to the sea."	"De klok was streng.
De weg was eerlijk."
nl	outcome.timeup.normal.pool	16	"Silence.
Only time passed through."	"Je eindigde vóór het doel.
Maar niet vóór het inzicht."
nl	outcome.timeup.normal.pool	17	"Victory and defeat 
are nothing more than grains of sand."	"Het glas bleef koud.
Je blik werd scherper."
nl	outcome.timeup.normal.pool	18	"The road goes on—or it ends.
Either way, it lies on the same earth."	"De sterren zwegen.
Toch wezen ze iets aan."
nl	outcome.timeup.normal.pool	19	"> Time ran out.
> 
> Nothing else did."	"De stilte na mislukking
kan een kaart worden."
nl	outcome.timeup.normal.pool	20	"> The outcome didn’t change.
> 
> But your position did."	"De tijd nam het resultaat.
Niet de betekenis."
nl	outcome.timeup.hard.pool	1	"Even the aurora fades.
Come back with a new stride."	"De harde weg sloot zich.
Je stond er nog."
nl	outcome.timeup.hard.pool	2	"In a fragile world,
haste shatters clarity before it can be found."	"De tijd was sneller.
Maar niet dieper."
nl	outcome.timeup.hard.pool	3	"The moment slipped away.
The meaning did not."	"Je bereikte het einde niet.
Toch werd je getest."
nl	outcome.timeup.hard.pool	4	"Winter is patient.
Be the same."	"De winter gaf niets cadeau.
Dat was zijn waarheid."
nl	outcome.timeup.hard.pool	5	"The sky kept moving.
So will you."	"Het glas hield stand.
Jij bijna ook."
nl	outcome.timeup.hard.pool	6	"The story moves on.
The end is not yet."	"Niet elke run wordt voltooid.
Sommige laten zien waar je breekt."
nl	outcome.timeup.hard.pool	7	"The stars were there, watching.
Again."	"De sterren bleven koud.
Maar je spoor was warm genoeg."
nl	outcome.timeup.hard.pool	8	"Ice takes its time.
Neither do you."	"De afstand won vandaag.
Maar ze moest je wel meten."
nl	outcome.timeup.hard.pool	9	"The sky kept moving.
So can you."	"Het pad vroeg meer
dan de tijd kon geven."
nl	outcome.timeup.hard.pool	10	"The north has learned to wait.
So should you."	"Je verloor niet alleen.
Je zag de vorm van de uitdaging."
nl	outcome.timeup.hard.pool	11	"This is an interlude
—It’s not over."	"De stilte kwam vroeg.
Toch was ze niet leeg."
nl	outcome.timeup.hard.pool	12	"Like drifting clouds,
don’t lose your flow—like a river."	"Wat niet bereikt werd,
bleef zichtbaar."
nl	outcome.timeup.hard.pool	13	"The sound was near.
The distance was real.
But that moment can’t be saved."	"De wereld sloot zich.
Je richting bleef open."
nl	outcome.timeup.hard.pool	14	"You were closing in.
Only time wasn’t."	"De stilte telde elke stap.
Ook de laatste."
nl	outcome.timeup.hard.pool	15	"The world held to its rules.
You touched the edge of them."	"De klok was hard.
Maar de grond was eerlijk."
nl	outcome.timeup.hard.pool	16	"You didn’t reach the treasure. 
But the signal was real."	"De afstand bleef zwaar.
Maar ze toonde haar waarheid."
nl	outcome.timeup.hard.pool	17	"Nothing changed.
Only your position did."	"Je kwam tekort.
Niet omdat je niets was,
maar omdat het pad echt was."
nl	outcome.timeup.hard.pool	18	"It wasn’t luck.
Alignment."	"Geen verkorte weg.
Alleen leren."
nl	outcome.timeup.hard.pool	19	"The moment slipped away,
but the record stayed."	"De hemel gaf geen teken.
De fout deed dat wel."
nl	outcome.timeup.hard.pool	20	"You crossed fragile ground
and left the horizon unbroken."	"De run eindigde.
De analyse begon."
nl	outcome.timeup.hard.pool	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."	"De kou won het moment.
Niet het geheel."
nl	outcome.timeup.hard.pool	22	"The sun sank,
and shadow covered the world once again."	"Soms is verliezen
de eerste vorm van precisie."
nl	outcome.timeup.hard.pool	23	"The last grains of sand fell,
and the story quietly came to a close."	"De schat bleef buiten bereik.
Maar de kaart werd scherper."
nl	outcome.timeup.hard.pool	24	"The wind swept through,
and the footprints vanished without a trace."	"De harde weg spaart niemand.
Daarom zegt hij de waarheid."
nl	outcome.timeup.hard.pool	25	"The tide came in,
What once had been there returned to the sea."	"Je had meer tijd nodig.
Of een andere lijn."
nl	outcome.timeup.hard.pool	26	"Silence.
Only time passed through."	"Het einde kwam vroeg.
De les kwam precies op tijd."
nl	outcome.timeup.hard.pool	27	"Victory and defeat 
are nothing more than grains of sand."	"De sterren veranderden niet.
Jij wel een beetje."
nl	outcome.timeup.hard.pool	28	"The road goes on—or it ends.
Either way, it lies on the same earth."	"De grond gaf antwoord
op elke verkeerde stap."
nl	outcome.timeup.hard.pool	29	"The season closed.
The land remained."	"Niet gehaald.
Niet vergeten."
nl	outcome.timeup.hard.pool	30	"The path The path remains.
Only your steps stopped."	"De klok sloot de scène.
Niet het pad."
nl	outcome.timeup.hard.pool	31	"Your time ran out.
The sky didn’t."	"Wat vandaag brak,
kan morgen structuur worden."
nl	outcome.timeup.hard.pool	32	"It wasn’t rejection.
Only silence."	"De afstand leerde je
waar je nog vrij kunt worden."
nl	outcome.timeup.hard.pool	33	"The world is still intact.
You can return—changed."	"Het harde pad vroeg stilte.
Jij bracht beweging."
nl	outcome.timeup.hard.pool	34	"The season ended.
The forest remains."	"De run viel weg.
Het inzicht bleef staan."
nl	outcome.timeup.hard.pool	35	"The distance was closing.
Time kept its rhythm."	"De stilte sloot het toneel.
Maar niet de weg."
nl	outcome.timeup.hard.pool	36	"Your time came to a halt.
The sky kept moving."	"De kou schreef niets uit.
Ze onderstreepte alleen."
nl	outcome.timeup.hard.pool	37	"Not rejection
Just silence."	"Vandaag was geen overwinning.
Maar het was ook geen leegte."
nl	outcome.timeup.hard.pool	38	"The path is still here.
You can come back—changed."	"Het doel bleef ver.
De volgende stap werd duidelijker."
