lang	pool	index	old	new
fr	outcome.success.hard.pool	7	"D’autres trésors attendent encore.
La prochaine fois, un autre chemin."	"D’autres trésors attendent encore.
La prochaine fois, prends un autre chemin."
fr	outcome.success.hard.pool	8	"Le ciel n’a pas changé.
Toi, si."	"Le ciel n’a pas changé.
Toi, oui."
fr	outcome.success.hard.pool	9	"L’instant est passé.
Ce qui est resté, c’est l’ordre."	"L’instant est passé.
Il n’est resté que l’ordre."
fr	outcome.success.hard.pool	10	"L’hiver est honnête.
Ta course l’a été aussi."	"L’hiver est honnête.
Ta course l’était aussi."
fr	outcome.success.hard.pool	11	"Les étoiles se sont alignées un instant.
Tu l’as remarqué."	"Les étoiles se sont alignées, un instant.
Tu l’as vu."
fr	outcome.success.hard.pool	12	"La distance s’est refermée.
Le temps, non."	"La distance s’est refermée.
Le temps, lui, non."
fr	outcome.success.hard.pool	13	"Les règles du monde sont restées fermes.
Et le signe du possible était réel."	"Les règles du monde sont restées fermes.
Et le signe du possible était bien réel."
fr	outcome.success.hard.pool	14	"Le chemin s’est refermé en silence.
Tu l’avais déjà traversé."	"Le chemin s’est refermé sans bruit.
Tu l’avais déjà traversé."
fr	outcome.success.hard.pool	17	"Dans un monde fragile,
tu as appris à avancer sans le briser."	"Dans un monde fragile,
tu as appris à avancer sans le rompre."
fr	outcome.success.hard.pool	18	"Le silence qui a suivi
a pesé plus lourd que le bruit."	"Le silence d’après
a pesé plus lourd que le bruit."
fr	outcome.success.hard.pool	19	"Le résultat n’a pas changé.
Mais tu as atteint un autre niveau."	"Le résultat n’a pas changé.
Mais tu as franchi un palier."
fr	outcome.success.hard.pool	20	"Le point d’arrivée était le même.
Mais celui qui y est arrivé avait changé."	"Le point d’arrivée était le même.
Mais celui qui l’a atteint avait changé."
fr	outcome.success.hard.pool	21	"La destination est la même —
mais le voyageur n’est plus le même."	"La destination reste la même —
mais le voyageur, lui, a changé."
fr	outcome.success.hard.pool	23	"Tu as traversé le froid
sans lui donner ton cœur."	"Tu as traversé le froid
sans lui céder ton cœur."
fr	outcome.success.hard.pool	24	"La lumière n’a pas promis de rester.
Tu as avancé malgré tout."	"La lumière n’a pas promis de rester.
Tu as avancé quand même."
fr	outcome.success.hard.pool	25	"Le monde n’a pas applaudi.
Il a simplement laissé une trace."	"Le monde n’a pas applaudi.
Il a simplement gardé la trace."
fr	outcome.success.hard.pool	26	"La voie était étroite.
Ton jugement l’a été davantage."	"La voie était étroite.
Ton jugement l’était plus encore."
fr	outcome.success.hard.pool	27	"Ce n’était pas de la vitesse.
C’était de la précision."	"Ce n’était pas une question de vitesse.
C’était une question de précision."
fr	outcome.success.hard.pool	32	"Ce qui semblait lointain
est devenu un lieu réel."	"Ce qui semblait lointain
est devenu un lieu véritable."
fr	outcome.timeup.easy.pool	1	"Le temps est écoulé.
Rien d’autre ne l’est."	"Le temps est écoulé.
Rien d’autre ne l’est vraiment."
fr	outcome.timeup.easy.pool	3	"Ce n’était qu’un commencement,
pas un jugement."	"Ce n’était qu’un début,
pas un jugement."
fr	outcome.timeup.easy.pool	5	"Tu n’as pas échoué.
Tu as appris la distance."	"Tu n’as pas échoué.
Tu as appris ce que vaut la distance."
fr	outcome.timeup.easy.pool	6	"La course s’est arrêtée.
Toi, non."	"La course s’est arrêtée.
Pas toi."
fr	outcome.timeup.easy.pool	7	"TEMPS ÉCOULÉ.
La course s’est arrêtée.
Toi, non."	"TEMPS ÉCOULÉ.
La course s’est arrêtée.
Pas toi."
fr	outcome.timeup.easy.pool	9	"TEMPS ÉCOULÉ.
Le monde n’a pas fermé sa porte.
Il t’a seulement demandé de recommencer."	"TEMPS ÉCOULÉ.
Le monde n’a pas fermé sa porte.
Il t’a seulement demandé de revenir."
fr	outcome.timeup.easy.pool	11	"Les pas se sont arrêtés,
mais le lieu se souvient."	"Les pas se sont arrêtés,
mais le lieu s’en souvient."
fr	outcome.timeup.easy.pool	12	"Même sans arrivée,
il y eut un chemin."	"Même sans arrivée,
il y a eu un chemin."
fr	outcome.timeup.easy.pool	14	"Le silence n’était pas une fin.
C’était une pause."	"Le silence n’était pas une fin.
Seulement une pause."
fr	outcome.timeup.normal.pool	1	"Le temps a choisi sa limite.
Toi, tu peux encore choisir le chemin."	"Le temps a posé sa limite.
Toi, tu peux encore choisir le chemin."
fr	outcome.timeup.normal.pool	3	"Le résultat est resté.
La position a changé."	"Le résultat tient.
La position a changé."
fr	outcome.timeup.normal.pool	4	"La route s’est refermée.
Mais pas définitivement."	"La route s’est refermée.
Pas pour toujours."
fr	outcome.timeup.normal.pool	7	"Tu n’as pas atteint le centre.
Mais tu en as appris le poids."	"Tu n’as pas atteint le centre.
Mais tu en as senti le poids."
fr	outcome.timeup.normal.pool	8	"Le vent du nord ne juge pas.
Il mesure seulement."	"Le vent du nord ne juge pas.
Il mesure, simplement."
fr	outcome.timeup.normal.pool	9	"La distance est restée.
Mais elle a maintenant un nom."	"La distance est restée.
Mais désormais, elle a un nom."
fr	outcome.timeup.normal.pool	13	"La course s’est tue.
La leçon, non."	"La course s’est tue.
Pas la leçon."
fr	outcome.timeup.normal.pool	14	"Le ciel a fermé son cercle.
Le chemin, lui, peut rouvrir."	"Le ciel a refermé son cercle.
Le chemin, lui, peut se rouvrir."
fr	outcome.timeup.normal.pool	15	"Tu n’es pas arrivé.
Mais tu as avancé pour de vrai."	"Tu n’es pas arrivé.
Mais tu as vraiment avancé."
fr	outcome.timeup.normal.pool	16	"Le lieu n’a pas été pris.
Il a été aperçu."	"Le lieu n’a pas été atteint.
Il a été entrevu."
fr	outcome.timeup.normal.pool	17	"Le trésor est resté loin.
Mais pas inconnu."	"Le trésor est resté loin.
Mais il n’est plus inconnu."
fr	outcome.timeup.hard.pool	2	"Tu n’es pas arrivé.
Mais la mesure était réelle."	"Tu n’es pas arrivé.
Mais la mesure était juste."
fr	outcome.timeup.hard.pool	4	"Le froid n’a pas parlé.
Il t’a seulement observé."	"Le froid n’a rien dit.
Il t’a seulement observé."
fr	outcome.timeup.hard.pool	5	"La route était stricte.
Elle n’était pas injuste."	"La route était sévère.
Elle n’était pas injuste."
fr	outcome.timeup.hard.pool	10	"L’épreuve n’a pas cédé.
Toi non plus complètement."	"L’épreuve n’a pas cédé.
Toi non plus, pas vraiment."
fr	outcome.timeup.hard.pool	15	"Le verre n’a pas cassé.
Il a seulement refusé l’erreur."	"Le verre ne s’est pas brisé.
Il a seulement refusé l’erreur."
fr	outcome.timeup.hard.pool	19	"Le froid a gardé son secret.
Tu en as appris le contour."	"Le froid a gardé son secret.
Tu en as deviné le contour."
fr	outcome.timeup.hard.pool	21	"Le nord n’accorde pas de détour.
Il laisse seulement des preuves."	"Le nord n’offre aucun détour.
Il ne laisse que des preuves."
fr	outcome.timeup.hard.pool	26	"La fin fut silencieuse.
Le sens, non."	"La fin fut silencieuse.
Pas le sens."
fr	outcome.timeup.hard.pool	27	"Le trésor n’a pas bougé.
Toi, si."	"Le trésor n’a pas bougé.
Toi, oui."
fr	outcome.timeup.hard.pool	31	"Sous le nord,
même un petit pas est vrai."	"Sous le ciel du nord,
même un petit pas est vrai."
fr	outcome.timeup.hard.pool	32	"Aucun raccourci.
Seulement l’apprentissage."	"Pas de raccourci.
Seulement l’apprentissage."
fr	outcome.timeup.hard.pool	34	"La mesure fut sévère.
Elle n’était pas vide."	"La mesure fut sévère.
Elle n’était pas vaine."
fr	outcome.timeup.hard.pool	35	"Le silence a fermé la scène.
Mais pas le chemin."	"Le silence a fermé la scène.
Pas le chemin."
fr	outcome.timeup.hard.pool	37	"La route n’a pas disparu.
Elle attend une meilleure lecture."	"La route n’a pas disparu.
Elle attend d’être mieux lue."
